,page,doctorate,len_page,female,male,category,count,nobel_field
69,Wong Ho-wa,0,2281,False,True,Data_scientists,1,Data Science
70,Christopher Wylie,0,5260,False,True,Data_scientists,1,Data Science
71,Yihui Xie,1,904,False,True,Data_scientists,1,Data Science
72,Anne van Aaken,0,1906,True,False,20th-century_economists,1,Economics
73,Sam Aaronovitch,0,1073,False,True,20th-century_economists,1,Economics
74,Marit Aarum,0,778,True,False,20th-century_economists,1,Economics
75,Alberto Abadie,1,877,False,True,20th-century_economists,1,Economics
76,Leonid Abalkin,0,1188,False,True,20th-century_economists,1,Economics
77,Balaja Abdurrahmanov,1,4950,False,True,20th-century_economists,1,Economics
78,Guy Abeille,0,913,False,True,20th-century_economists,1,Economics
79,Brian Abel-Smith,0,2605,False,True,20th-century_economists,1,Economics
80,Wilhelm Abel,0,897,False,True,20th-century_economists,1,Economics
81,Nicola Acocella,0,3897,False,True,20th-century_economists,1,Economics
82,Teofil Adamecki,0,627,False,True,20th-century_economists,1,Economics
83,Solomon Adler,0,1814,False,True,20th-century_economists,1,Economics
84,Ruben Aganbegyan,0,136,False,True,20th-century_economists,1,Economics
85,Philippe Aghion,1,1969,False,True,20th-century_economists,1,Economics
86,Michel Aglietta,0,847,False,True,20th-century_economists,1,Economics
87,Avraham Agmon,0,230,False,True,20th-century_economists,1,Economics
88,Bruce Ahlstrand,0,807,False,True,20th-century_economists,1,Economics
89,Muzaffar Ahmed (economist),0,984,False,True,20th-century_economists,1,Economics
90,Karl Aiginger,0,3098,False,True,20th-century_economists,1,Economics
91,Johan Henrik Åkerman,0,1195,False,True,20th-century_economists,1,Economics
92,Michel Albert,0,865,False,True,20th-century_economists,1,Economics
93,Stanisław Albinowski,0,1058,False,True,20th-century_economists,1,Economics
94,Guus Albregts,0,159,False,True,20th-century_economists,1,Economics
95,Alberto Alesina,0,2576,False,True,20th-century_economists,1,Economics
96,Stoyan Alexandrov,0,654,False,True,20th-century_economists,1,Economics
97,Ameer Ali (academic),1,4129,False,True,20th-century_economists,1,Economics
98,Franklin Allen,0,1451,False,True,20th-century_economists,1,Economics
99,R. G. D. Allen,0,3193,False,True,20th-century_economists,1,Economics
100,José Antonio Alonso Rodríguez,0,1385,False,True,20th-century_economists,1,Economics
101,Håvard Alstadheim,0,1109,False,True,20th-century_economists,1,Economics
102,Eva Altmann,0,2515,True,False,20th-century_economists,1,Economics
103,Fernando Alvarez (economist),1,1602,False,True,20th-century_economists,1,Economics
104,Alfred Amonn,0,461,False,True,20th-century_economists,1,Economics
105,Catalina Amuedo-Dorantes,0,2824,True,False,20th-century_economists,1,Economics
106,Kym Anderson,0,1361,False,True,20th-century_economists,1,Economics
107,László Andor,0,1445,False,True,20th-century_economists,1,Economics
108,Clemens August Andreae,0,1330,False,True,20th-century_economists,1,Economics
109,Harald Magnus Andreassen,0,634,False,True,20th-century_economists,1,Economics
110,Philip Andrews,0,1096,False,True,20th-century_economists,1,Economics
111,Kazimieras Antanavičius (economist),0,1020,False,True,20th-century_economists,1,Economics
112,István Antos,0,353,False,True,20th-century_economists,1,Economics
113,Masanao Aoki,1,1149,False,True,20th-century_economists,1,Economics
114,Erich Apel,0,6094,False,True,20th-century_economists,1,Economics
115,Artashes Arakelian,0,183,False,True,20th-century_economists,1,Economics
116,Azucena Arbeleche,0,1160,True,False,20th-century_economists,1,Economics
117,George Christopher Archibald,0,1081,False,True,20th-century_economists,1,Economics
118,Franco Archibugi,0,3245,False,True,20th-century_economists,1,Economics
119,Manuel Arellano,1,1896,False,True,20th-century_economists,1,Economics
120,Pérsio Arida,1,1106,False,True,20th-century_economists,1,Economics
121,Thomas Armbrüster,1,1184,False,True,20th-century_economists,1,Economics
122,Ana Lucía Armijos,0,2045,True,False,20th-century_economists,1,Economics
123,Heinz Arndt,0,1732,False,True,20th-century_economists,1,Economics
124,Ya'akov Arnon,0,1018,False,True,20th-century_economists,1,Economics
125,Enrique R. Arzac,1,841,False,True,20th-century_economists,1,Economics
126,Athanasios Asimakopulos,0,4202,False,True,20th-century_economists,1,Economics
127,Tony Aspromourgos,1,1208,False,True,20th-century_economists,1,Economics
128,Tony Atkinson,0,5443,False,True,20th-century_economists,1,Economics
129,Odd Aukrust,0,679,False,True,20th-century_economists,1,Economics
130,George Ayittey,1,1296,False,True,20th-century_economists,1,Economics
131,Costas Azariadis,0,1392,False,True,20th-century_economists,1,Economics
132,Urban Bäckström,0,997,False,True,20th-century_economists,1,Economics
133,Christoph Badelt,0,800,False,True,20th-century_economists,1,Economics
134,Paolo Baffi,0,1171,False,True,20th-century_economists,1,Economics
135,Gösta Bagge,0,825,False,True,20th-century_economists,1,Economics
136,Mamadou Boye Bah,0,765,False,True,20th-century_economists,1,Economics
137,Nikolai Baibakov,0,1177,False,True,20th-century_economists,1,Economics
138,Erkin Bairam,0,925,False,True,20th-century_economists,1,Economics
139,Yves Balasko,0,836,False,True,20th-century_economists,1,Economics
140,Béla Balassa,1,1351,False,True,20th-century_economists,1,Economics
141,Ousmane Baldé,0,645,False,True,20th-century_economists,1,Economics
142,James Ball (economist),0,1111,False,True,20th-century_economists,1,Economics
143,"Thomas Balogh, Baron Balogh",0,1381,False,True,20th-century_economists,1,Economics
144,Oriana Bandiera,0,3226,True,False,20th-century_economists,1,Economics
145,Giuseppe Barbero,0,1700,False,True,20th-century_economists,1,Economics
146,Nelson Barbosa,0,1060,False,True,20th-century_economists,1,Economics
147,Abul Barkat (economist),0,1348,False,True,20th-century_economists,1,Economics
148,Alexandru Bârlădeanu,0,3505,False,True,20th-century_economists,1,Economics
149,Enrico Barone,0,1277,False,True,20th-century_economists,1,Economics
150,Süleyman Başak,1,1047,False,True,20th-century_economists,1,Economics
151,Jean Baudrillard,0,9565,False,True,20th-century_economists,1,Economics
152,Vladimir Bazarov,0,3988,False,True,20th-century_economists,1,Economics
153,Paul Beaudry,1,771,False,True,20th-century_economists,1,Economics
154,Richard Beckhard,0,1081,False,True,20th-century_economists,1,Economics
155,Sopubek Begaliev,0,630,False,True,20th-century_economists,1,Economics
156,Julian Bell,0,1424,False,True,20th-century_economists,1,Economics
157,Alberto Beneduce,0,1653,False,True,20th-century_economists,1,Economics
158,David Bensusan-Butt,0,1331,False,True,20th-century_economists,1,Economics
159,Gerard J. van den Berg,1,1047,False,True,20th-century_economists,1,Economics
160,Eitan Berglas,0,685,False,True,20th-century_economists,1,Economics
161,Albert Bergstrom,0,658,False,True,20th-century_economists,1,Economics
162,Alvin Bernard,0,786,False,True,20th-century_economists,1,Economics
163,William Bernbach,0,2418,False,True,20th-century_economists,1,Economics
164,Bertram Schefold,0,2495,False,True,20th-century_economists,1,Economics
165,Marianne Bertrand,1,5698,True,False,20th-century_economists,1,Economics
166,Tim Besley,0,2927,False,True,20th-century_economists,1,Economics
167,Ernst van der Beugel,1,851,False,True,20th-century_economists,1,Economics
168,Abdoulaye Bio Tchané,0,1037,False,True,20th-century_economists,1,Economics
169,Juul Bjerke,0,710,False,True,20th-century_economists,1,Economics
170,Nina Bjerkedal,0,665,True,False,20th-century_economists,1,Economics
171,Duncan Black,0,1060,False,True,20th-century_economists,1,Economics
172,Courtney Blackman,1,808,False,True,20th-century_economists,1,Economics
173,Vincent Bladen,0,1218,False,True,20th-century_economists,1,Economics
174,Olivier Blanchard,1,3759,False,True,20th-century_economists,1,Economics
175,Herminio Blanco Mendoza,1,2078,False,True,20th-century_economists,1,Economics
176,Rodolphe Blavy,0,2544,False,True,20th-century_economists,1,Economics
177,Marshall E. Blume,0,868,False,True,20th-century_economists,1,Economics
178,Gerold Blümle,0,505,False,True,20th-century_economists,1,Economics
179,Richard Blundell,0,2572,False,True,20th-century_economists,1,Economics
180,Daniela Bobeva,0,1041,True,False,20th-century_economists,1,Economics
181,Czesław Bobrowski,0,1942,False,True,20th-century_economists,1,Economics
182,Gunnar Bøe,0,1422,False,True,20th-century_economists,1,Economics
183,Alexander Bogdanov,0,6456,False,True,20th-century_economists,1,Economics
184,Franz Böhm,0,6568,False,True,20th-century_economists,1,Economics
185,James Bonar (civil servant),0,1236,False,True,20th-century_economists,1,Economics
186,Stephen Bond,0,741,False,True,20th-century_economists,1,Economics
187,Olga Bondareva,0,2043,True,False,20th-century_economists,1,Economics
188,Laurence Boone,0,2122,True,False,20th-century_economists,1,Economics
189,Korkut Boratav,0,950,False,True,20th-century_economists,1,Economics
190,Karl H. Borch,0,642,False,True,20th-century_economists,1,Economics
191,Helen Bosanquet,0,1724,True,False,20th-century_economists,1,Economics
192,Ester Boserup,0,3826,True,False,20th-century_economists,1,Economics
193,Gilbert de Botton,0,1279,False,True,20th-century_economists,1,Economics
194,Marcel Boyer,1,1106,False,True,20th-century_economists,1,Economics
195,Miguel Boyer,0,2597,False,True,20th-century_economists,1,Economics
196,Jozef Martin Paul van Brabant,1,1638,False,True,20th-century_economists,1,Economics
197,Russell Frederick Bretherton,0,2167,False,True,20th-century_economists,1,Economics
198,Carl Brinkmann,0,249,False,True,20th-century_economists,1,Economics
199,Erik Brofoss,0,1156,False,True,20th-century_economists,1,Economics
200,Stanisław Broniewski,0,1150,False,True,20th-century_economists,1,Economics
201,Tiemen Brouwer,0,620,False,True,20th-century_economists,1,Economics
202,"Wilfred Brown, Baron Brown",0,1822,False,True,20th-century_economists,1,Economics
203,Karl Brunner (economist),0,3616,False,True,20th-century_economists,1,Economics
204,Markus Brunnermeier,1,2729,False,True,20th-century_economists,1,Economics
205,Michael Bruno,0,3165,False,True,20th-century_economists,1,Economics
206,Nils Brunsson,0,1270,False,True,20th-century_economists,1,Economics
207,Robert Bryce,0,1502,False,True,20th-century_economists,1,Economics
208,Adam Budnikowski,0,448,False,True,20th-century_economists,1,Economics
209,Anton Julius Butter,0,947,False,True,20th-century_economists,1,Economics
210,Derek Byerlee,0,506,False,True,20th-century_economists,1,Economics
211,Ricardo J. Caballero,1,1592,False,True,20th-century_economists,1,Economics
212,Berta Cabral,0,1095,True,False,20th-century_economists,1,Economics
213,Federico Caffè,0,1656,False,True,20th-century_economists,1,Economics
214,Sydney Caine,0,1140,False,True,20th-century_economists,1,Economics
215,Alexander Cairncross (economist),0,1402,False,True,20th-century_economists,1,Economics
216,Cecilia Calderón,0,1381,True,False,20th-century_economists,1,Economics
217,Albert Calmes,0,1204,False,True,20th-century_economists,1,Economics
218,Irene Calvert,0,584,True,False,20th-century_economists,1,Economics
219,Guillermo Calvo,1,4020,False,True,20th-century_economists,1,Economics
220,Balla Camara,0,527,False,True,20th-century_economists,1,Economics
221,Gordon Cameron (academic),0,1302,False,True,20th-century_economists,1,Economics
222,Luis Caputo,0,1781,False,True,20th-century_economists,1,Economics
223,Guido Carli,0,728,False,True,20th-century_economists,1,Economics
224,Sune Carlson,0,1004,False,True,20th-century_economists,1,Economics
225,Muriel Casals i Couturier,0,1183,True,False,20th-century_economists,1,Economics
226,Cornelius Castoriadis,0,17141,False,True,20th-century_economists,1,Economics
227,Marin Ceaușescu,0,244,False,True,20th-century_economists,1,Economics
228,D. G. Champernowne,0,1109,False,True,20th-century_economists,1,Economics
229,Agatha Chapman,0,1971,True,False,20th-century_economists,1,Economics
230,Chen Xujing,0,1019,False,True,20th-century_economists,1,Economics
231,Andrew Chesher,0,1042,False,True,20th-century_economists,1,Economics
232,Steven N. S. Cheung,0,3958,False,True,20th-century_economists,1,Economics
233,Ana María Choquehuanca,0,939,True,False,20th-century_economists,1,Economics
234,Carl Christ,0,795,False,True,20th-century_economists,1,Economics
235,Frederic F. Clairmont,0,708,False,True,20th-century_economists,1,Economics
236,Colin Clark (economist),0,2846,False,True,20th-century_economists,1,Economics
237,William D. Clark,0,1165,False,True,20th-century_economists,1,Economics
238,Ronald Coase,0,6931,False,True,20th-century_economists,1,Economics
239,Donald Cochrane (economist),0,621,False,True,20th-century_economists,1,Economics
240,Ruth Cohen (economist),0,640,True,False,20th-century_economists,1,Economics
241,Josep Colomer,0,962,False,True,20th-century_economists,1,Economics
242,H. C. Coombs,0,3195,False,True,20th-century_economists,1,Economics
243,Robert de Cotret,0,1457,False,True,20th-century_economists,1,Economics
245,Dag Coward,0,644,False,True,20th-century_economists,1,Economics
246,John Crawford (economist),0,1445,False,True,20th-century_economists,1,Economics
247,Raymond Crotty,0,1908,False,True,20th-century_economists,1,Economics
248,William Cunningham (economist),0,2598,False,True,20th-century_economists,1,Economics
249,Janet Currie,1,3149,True,False,20th-century_economists,1,Economics
250,Pike Curtin,0,691,False,True,20th-century_economists,1,Economics
251,Bronwyn Curtis,0,3288,True,False,20th-century_economists,1,Economics
252,Nicolas Darvas,0,4021,False,True,20th-century_economists,1,Economics
253,Achille Dauphin-Meunier,0,317,False,True,20th-century_economists,1,Economics
254,Marcello De Cecco,0,858,False,True,20th-century_economists,1,Economics
255,Joel Dean (economist),1,1594,False,True,20th-century_economists,1,Economics
256,Lorraine Dearden,0,1824,True,False,20th-century_economists,1,Economics
257,John Deeble,0,1085,False,True,20th-century_economists,1,Economics
258,Giordano Dell'Amore,0,1234,False,True,20th-century_economists,1,Economics
259,W. Edwards Deming,0,8164,False,True,20th-century_economists,1,Economics
261,John James Deutsch,0,943,False,True,20th-century_economists,1,Economics
262,Ely Devons,0,1510,False,True,20th-century_economists,1,Economics
263,Mathias Dewatripont,0,1497,False,True,20th-century_economists,1,Economics
264,Cellou Dalein Diallo,0,2401,False,True,20th-century_economists,1,Economics
265,Ion Dic Dicescu,0,2013,False,True,20th-century_economists,1,Economics
266,Ernest Dichter,0,4243,False,True,20th-century_economists,1,Economics
267,Walter Erwin Diewert,1,852,False,True,20th-century_economists,1,Economics
268,Bojan Dimitrijević (politician),0,944,False,True,20th-century_economists,1,Economics
269,Huw Dixon,0,2505,False,True,20th-century_economists,1,Economics
270,Peter Dixon (economist),0,1741,False,True,20th-century_economists,1,Economics
271,Richard Donchian,0,1219,False,True,20th-century_economists,1,Economics
272,Juergen B. Donges,1,1877,False,True,20th-century_economists,1,Economics
273,Rudi Dornbusch,0,747,False,True,20th-century_economists,1,Economics
274,Christopher Dow,0,469,False,True,20th-century_economists,1,Economics
275,Jack Downie,0,1123,False,True,20th-century_economists,1,Economics
276,Alioune Dramé,0,934,False,True,20th-century_economists,1,Economics
277,David M. Dror,0,1647,False,True,20th-century_economists,1,Economics
278,Du Runsheng,0,196,False,True,20th-century_economists,1,Economics
279,Léon H. Dupriez,0,1860,False,True,20th-century_economists,1,Economics
280,Evan Durbin,0,771,False,True,20th-century_economists,1,Economics
281,Sholom Dvolajckij,1,1045,False,True,20th-century_economists,1,Economics
282,William G. Dyer,1,1429,True,False,20th-century_economists,1,Economics
283,Karen Dynan,1,810,False,True,20th-century_economists,1,Economics
284,Jonathan Eaton,1,895,False,True,20th-century_economists,1,Economics
285,Shlomo Eckstein,0,1646,False,True,20th-century_economists,1,Economics
286,John Edwards (Labour politician),0,2165,False,True,20th-century_economists,1,Economics
287,Alfred Eichner,0,935,False,True,20th-century_economists,1,Economics
288,Johan Einarsen,0,1458,False,True,20th-century_economists,1,Economics
289,Georges Elgozy,0,2309,False,True,20th-century_economists,1,Economics
290,Ludwig Elster,0,1356,False,True,20th-century_economists,1,Economics
291,Charles Elworthy (scientist),0,1147,False,True,20th-century_economists,1,Economics
292,Otmar Emminger,0,1895,False,True,20th-century_economists,1,Economics
293,Jose Encarnacion Jr.,1,3207,False,True,20th-century_economists,1,Economics
294,Eduardo Engel,1,17354,False,True,20th-century_economists,1,Economics
295,Ludwig Erhard,0,1487,False,True,20th-century_economists,1,Economics
296,Richard F. Ericson,0,1072,False,True,20th-century_economists,1,Economics
297,Eprime Eshag,0,2147,False,True,20th-century_economists,1,Economics
298,Walter Eucken,1,2021,False,True,20th-century_economists,1,Economics
299,Armin Falk,0,882,False,True,20th-century_economists,1,Economics
300,Vladmir Faltsman,0,416,False,True,20th-century_economists,1,Economics
301,Lajos Faluvégi,0,643,False,True,20th-century_economists,1,Economics
302,Perfecto V. Fernandez,1,1099,False,True,20th-century_economists,1,Economics
303,Adam Fforde,0,814,False,True,20th-century_economists,1,Economics
304,John Fforde,1,1180,False,True,20th-century_economists,1,Economics
305,Ricardo Ffrench-Davis,0,4844,False,True,20th-century_economists,1,Economics
306,Oliver Fiechter,0,2271,False,True,20th-century_economists,1,Economics
307,Bruno de Finetti,0,668,False,True,20th-century_economists,1,Economics
308,Aleksandr Finn-Enotaevsky,0,1844,False,True,20th-century_economists,1,Economics
309,Antony Fisher,1,1366,False,True,20th-century_economists,1,Economics
310,Dennis A. FitzGerald,0,907,False,True,20th-century_economists,1,Economics
311,Tom Fitzgerald (economist),0,4416,False,True,20th-century_economists,1,Economics
312,Heiner Flassbeck,0,775,False,True,20th-century_economists,1,Economics
313,Marcus Fleming,0,434,False,True,20th-century_economists,1,Economics
314,John Flemming,1,1045,False,True,20th-century_economists,1,Economics
315,Dominique Foray,1,1337,False,True,20th-century_economists,1,Economics
316,William Trufant Foster,0,11858,False,True,20th-century_economists,1,Economics
317,Paulo Freire,0,235,False,True,20th-century_economists,1,Economics
318,Andreas Freytag,0,3835,False,True,20th-century_economists,1,Economics
319,Ragnar Frisch,1,988,False,True,20th-century_economists,1,Economics
320,Roman Frydman,0,1441,False,True,20th-century_economists,1,Economics
321,Alberto Fuentes Mohr,0,1701,False,True,20th-century_economists,1,Economics
322,Enrique Fuentes Quintana,1,2323,False,True,20th-century_economists,1,Economics
323,Masahisa Fujita,1,1085,False,True,20th-century_economists,1,Economics
324,Xavier Gabaix,0,5065,False,True,20th-century_economists,1,Economics
325,Yegor Gaidar,1,1670,False,True,20th-century_economists,1,Economics
326,Jordi Galí,0,943,False,True,20th-century_economists,1,Economics
327,Juan García Gruber,0,1808,True,False,20th-century_economists,1,Economics
328,Alicia García-Herrero,0,993,False,True,20th-century_economists,1,Economics
329,Burleigh B. Gardner,1,1715,False,True,20th-century_economists,1,Economics
330,Heinrich Gattineau,0,1648,False,True,20th-century_economists,1,Economics
331,José Ber Gelbard,0,806,False,True,20th-century_economists,1,Economics
332,Ramazan Gençay,0,1487,False,True,20th-century_economists,1,Economics
333,Jacques Généreux,0,837,False,True,20th-century_economists,1,Economics
334,Gerhard Meidell Gerhardsen (economist),0,564,False,True,20th-century_economists,1,Economics
335,Abram Ginzburg,0,383,False,True,20th-century_economists,1,Economics
336,Hans Gispen,0,1522,True,False,20th-century_economists,1,Economics
337,Rachel Glennerster,0,708,False,True,20th-century_economists,1,Economics
338,Truls Glesne,1,1091,True,False,20th-century_economists,1,Economics
339,Sherry Glied,0,1371,True,False,20th-century_economists,1,Economics
340,Tatyana Golikova,1,536,False,True,20th-century_economists,1,Economics
341,Fernando Gomez-Bezares,0,2040,False,True,20th-century_economists,1,Economics
342,Richard M. Goodwin,0,1304,False,True,20th-century_economists,1,Economics
343,H. Scott Gordon,0,3316,False,True,20th-century_economists,1,Economics
344,Clive Granger,0,2764,False,True,20th-century_economists,1,Economics
345,José De Gregorio,1,2778,True,False,20th-century_economists,1,Economics
346,Stephany Griffith-Jones,0,2036,False,True,20th-century_economists,1,Economics
347,Francesco Grillo,0,835,False,True,20th-century_economists,1,Economics
348,Curtis Grimm,0,1039,False,True,20th-century_economists,1,Economics
349,Vladimir Groman,0,573,False,True,20th-century_economists,1,Economics
350,Anatoly Gromyko,0,1426,False,True,20th-century_economists,1,Economics
351,Gustav Groß,0,2804,False,True,20th-century_economists,1,Economics
352,Fred Gruen,1,761,False,True,20th-century_economists,1,Economics
353,Yehuda Grunfeld,0,1928,False,True,20th-century_economists,1,Economics
354,Gu Zhun,0,2058,False,True,20th-century_economists,1,Economics
355,Eduardo Guardia,0,421,False,True,20th-century_economists,1,Economics
356,Stanisław Gucwa,0,2534,False,True,20th-century_economists,1,Economics
357,Roger Guesnerie,0,3175,False,True,20th-century_economists,1,Economics
358,Trygve Haavelmo,0,1260,False,True,20th-century_economists,1,Economics
359,Jacobus Franciscus Haccoû,0,919,False,True,20th-century_economists,1,Economics
360,William Thomas Gould Hackett,0,1074,False,True,20th-century_economists,1,Economics
361,Paul Haensel,0,1868,False,True,20th-century_economists,1,Economics
362,Noel Frederick Hall,0,2055,False,True,20th-century_economists,1,Economics
363,"Robert Hall, Baron Roberthall",0,607,False,True,20th-century_economists,1,Economics
364,W. M. Q. Halm,1,639,False,True,20th-century_economists,1,Economics
365,Carlos Hamilton Vasconcelos Araújo,0,797,False,True,20th-century_economists,1,Economics
366,Alan Hamlin,0,8870,False,True,20th-century_economists,1,Economics
367,Dag Hammarskjöld,0,1364,False,True,20th-century_economists,1,Economics
368,Edgar Hardcastle,0,2100,False,True,20th-century_economists,1,Economics
369,Arvid Harnack,0,862,False,True,20th-century_economists,1,Economics
370,Hu Harries,0,2021,False,True,20th-century_economists,1,Economics
371,"Ralph Harris, Baron Harris of High Cross",1,1621,False,True,20th-century_economists,1,Economics
372,C. Lowell Harriss,1,4375,False,True,20th-century_economists,1,Economics
373,John Harsanyi,0,819,False,True,20th-century_economists,1,Economics
374,Andre Haughton,1,1515,False,True,20th-century_economists,1,Economics
375,Fumio Hayashi,0,28704,False,True,20th-century_economists,1,Economics
376,Friedrich Hayek,0,1603,True,False,20th-century_economists,1,Economics
377,Éva Hegedüs,0,1944,False,True,20th-century_economists,1,Economics
378,Farkas Heller,0,1171,False,True,20th-century_economists,1,Economics
379,Pieter Hennipman,0,1320,False,True,20th-century_economists,1,Economics
380,Felipe Herrera,0,1112,False,True,20th-century_economists,1,Economics
381,Ned Herrmann,1,1665,False,True,20th-century_economists,1,Economics
382,Frederick Herzberg,0,4128,False,True,20th-century_economists,1,Economics
383,Rudolf Hickel,0,4233,False,True,20th-century_economists,1,Economics
384,John Hicks,0,1549,False,True,20th-century_economists,1,Economics
385,Fred Hirsch,0,2137,False,True,20th-century_economists,1,Economics
386,John Hoddinott (economist),0,1223,False,True,20th-century_economists,1,Economics
387,Harry Hodson,0,861,False,True,20th-century_economists,1,Economics
388,Leif Holbæk-Hanssen,0,1569,False,True,20th-century_economists,1,Economics
389,Bernard Hollowood,0,576,True,False,20th-century_economists,1,Economics
390,Liv Holmefjord,1,3065,False,True,20th-century_economists,1,Economics
391,Bengt Holmström,0,565,False,True,20th-century_economists,1,Economics
392,Fritz C. Holte,1,1092,True,False,20th-century_economists,1,Economics
393,Susan Howson (economist),0,1020,False,True,20th-century_economists,1,Economics
394,Michael Hüther,0,323,False,True,20th-century_economists,1,Economics
395,Gerardus Huysmans,0,1802,False,True,20th-century_economists,1,Economics
396,Stephen Hymer,0,1156,False,True,20th-century_economists,1,Economics
397,Alexandru Iacob (communist),0,12835,False,True,20th-century_economists,1,Economics
398,Harold Innis,0,609,False,True,20th-century_economists,1,Economics
399,Nikolay Inozemtsev,0,1884,False,True,20th-century_economists,1,Economics
400,Kaoru Ishikawa,0,516,False,True,20th-century_economists,1,Economics
401,Charles Issawi,1,1446,False,True,20th-century_economists,1,Economics
402,Takatoshi Ito,1,2025,False,True,20th-century_economists,1,Economics
403,Katsuhito Iwai,0,3473,True,False,20th-century_economists,1,Economics
404,"Barbara Ward, Baroness Jackson of Lodsworth",1,768,False,True,20th-century_economists,1,Economics
405,Neil H. Jacoby,0,3955,False,True,20th-century_economists,1,Economics
406,Mieczysław Jagielski,0,863,False,True,20th-century_economists,1,Economics
407,Jang Chyi-lu,0,1924,True,False,20th-century_economists,1,Economics
408,Jang Show-ling,1,3452,False,True,20th-century_economists,1,Economics
409,Somkid Jatusripitak,0,613,False,True,20th-century_economists,1,Economics
410,Olav Harald Jensen,0,893,False,True,20th-century_economists,1,Economics
411,John Jewkes (economist),0,996,True,False,20th-century_economists,1,Economics
412,Zou Jiayi,1,1624,True,False,20th-century_economists,1,Economics
413,Keyu Jin,0,738,False,True,20th-century_economists,1,Economics
414,Leif Johansen,0,2799,False,True,20th-century_economists,1,Economics
415,Harry Gordon Johnson,0,579,False,True,20th-century_economists,1,Economics
416,Tuure Junnila,0,1670,False,True,20th-century_economists,1,Economics
417,"Richard Kahn, Baron Kahn",1,7087,False,True,20th-century_economists,1,Economics
418,Daniel Kahneman,0,3760,False,True,20th-century_economists,1,Economics
419,Nicholas Kaldor,0,10790,False,True,20th-century_economists,1,Economics
420,Michał Kalecki,0,1928,False,True,20th-century_economists,1,Economics
421,Kálmán Kádas,1,873,False,True,20th-century_economists,1,Economics
422,Kazuya Kamiya,1,1385,False,True,20th-century_economists,1,Economics
423,Michihiro Kandori,0,623,False,True,20th-century_economists,1,Economics
424,Imrich Karvaš,0,1302,False,True,20th-century_economists,1,Economics
425,Miguel Kast,0,1047,False,True,20th-century_economists,1,Economics
426,N'Famara Keïta,1,2017,False,True,20th-century_economists,1,Economics
427,John G. Kemeny,0,1344,False,True,20th-century_economists,1,Economics
428,Tom Kemp,0,3648,False,True,20th-century_economists,1,Economics
429,Maurice Kendall,0,480,False,True,20th-century_economists,1,Economics
430,Charles Kennedy (economist),0,1323,False,True,20th-century_economists,1,Economics
431,Jean de Kervasdoué,0,25477,False,True,20th-century_economists,1,Economics
432,John Maynard Keynes,0,1243,False,True,20th-century_economists,1,Economics
433,John Neville Keynes,0,6987,False,True,20th-century_economists,1,Economics
434,Akhtar Hameed Khan,0,5103,True,False,20th-century_economists,1,Economics
435,Ra'ana Liaquat Ali Khan,0,1281,False,True,20th-century_economists,1,Economics
436,Grigorii Khanin,0,2031,False,True,20th-century_economists,1,Economics
437,Khuang Aphaiwong,0,591,False,True,20th-century_economists,1,Economics
438,Arne Kinserdal,1,1882,False,True,20th-century_economists,1,Economics
439,Nobuhiro Kiyotaki,0,854,False,True,20th-century_economists,1,Economics
440,Joop Klant,0,1416,True,False,20th-century_economists,1,Economics
441,Rita Klímová,1,1005,False,True,20th-century_economists,1,Economics
442,Richard Klophaus,0,1803,False,True,20th-century_economists,1,Economics
443,Georg Friedrich Knapp,0,302,False,True,20th-century_economists,1,Economics
444,Günther Kohlmey,0,522,False,True,20th-century_economists,1,Economics
445,Nikolay Kolosovsky,0,3337,False,True,20th-century_economists,1,Economics
446,Nikolai Kondratiev,0,2889,False,True,20th-century_economists,1,Economics
447,János Kornai,0,1478,False,True,20th-century_economists,1,Economics
448,Vladimir Košak,0,589,False,True,20th-century_economists,1,Economics
449,István Kossa,0,731,False,True,20th-century_economists,1,Economics
450,André Kostolany,0,499,True,False,20th-century_economists,1,Economics
451,Anna Koutsoyiannis,1,3297,False,True,20th-century_economists,1,Economics
452,Francis Kramarz,0,2459,False,True,20th-century_economists,1,Economics
453,Victor Krasin,0,142,False,True,20th-century_economists,1,Economics
454,Naum Krasner,0,1233,False,True,20th-century_economists,1,Economics
455,Maynard C. Krueger,0,2721,False,True,20th-century_economists,1,Economics
456,Alexander Kronrod,0,982,False,True,20th-century_economists,1,Economics
457,Gleb Krzhizhanovsky,0,4883,False,True,20th-century_economists,1,Economics
458,Jürgen Kuczynski,0,2404,True,False,20th-century_economists,1,Economics
459,Marguerite Kuczynski,0,1993,False,True,20th-century_economists,1,Economics
460,Thomas Kuczynski,1,2258,False,True,20th-century_economists,1,Economics
461,Finn E. Kydland,0,3633,True,False,20th-century_economists,1,Economics
462,Eliana La Ferrara,1,2311,False,True,20th-century_economists,1,Economics
463,Ludwig Lachmann,1,2259,False,True,20th-century_economists,1,Economics
464,Jean-Jacques Laffont,1,1297,False,True,20th-century_economists,1,Economics
465,David Laibson,0,1256,False,True,20th-century_economists,1,Economics
466,Maurice Lamontagne,0,1225,True,False,20th-century_economists,1,Economics
467,Eva Lang,0,792,False,True,20th-century_economists,1,Economics
468,Henry Lang,0,1415,False,True,20th-century_economists,1,Economics
469,Rikard Lang,0,3450,False,True,20th-century_economists,1,Economics
470,Oskar R. Lange,0,2374,False,True,20th-century_economists,1,Economics
473,Kazimierz Łaski,0,734,False,True,20th-century_economists,1,Economics
