,page,field,count_female_words,count_male_words,count_nonbinary_words,doctorate,len_page
17383,Lennox Johnston,20th-century_Scottish_medical_doctors,0,18,2,0,365
17384,Thomas Nicol Johnston,20th-century_Scottish_medical_doctors,0,11,0,0,763
17385,Robert Kirk (pathologist),20th-century_Scottish_medical_doctors,0,24,1,0,1001
17386,R. D. Laing,20th-century_Scottish_medical_doctors,4,85,5,0,6885
17387,Gordon Latto (doctor),20th-century_Scottish_medical_doctors,0,2,1,0,628
17388,Robert Daniel Lawrence,20th-century_Scottish_medical_doctors,1,71,2,0,2663
17389,David Lees,20th-century_Scottish_medical_doctors,1,20,0,0,887
17390,James C. Lees,20th-century_Scottish_medical_doctors,0,12,0,0,398
17391,Robert Aim Lennie,20th-century_Scottish_medical_doctors,0,8,0,0,350
17392,Adam Little,20th-century_Scottish_medical_doctors,0,4,0,0,276
17393,John Alexander Loraine,20th-century_Scottish_medical_doctors,0,12,0,0,847
17394,Kenneth Gordon Lowe,20th-century_Scottish_medical_doctors,0,23,0,0,1250
17395,Dickson Mabon,20th-century_Scottish_medical_doctors,0,40,1,0,1800
17396,Donald MacAlister,20th-century_Scottish_medical_doctors,0,29,2,0,1685
17397,Ian MacDonald (physician),20th-century_Scottish_medical_doctors,0,3,0,0,780
17398,John Macdonald (sportsman),20th-century_Scottish_medical_doctors,0,22,0,0,1111
17399,William Sutherland Macdonald,20th-century_Scottish_medical_doctors,0,9,0,0,720
17400,Ronald Campbell Macfie,20th-century_Scottish_medical_doctors,0,12,0,0,1162
17401,Ian MacGillivray,20th-century_Scottish_medical_doctors,0,8,0,0,741
17402,John Cecil Macgown,20th-century_Scottish_medical_doctors,0,6,0,0,718
17403,John Macintyre,20th-century_Scottish_medical_doctors,0,23,0,0,1122
17404,Alistair Mackay,20th-century_Scottish_medical_doctors,0,5,7,0,2152
17405,James Mackenzie (cardiologist),20th-century_Scottish_medical_doctors,0,34,0,0,2147
17406,Paul MacKenzie,20th-century_Scottish_medical_doctors,0,17,1,0,898
17407,William Leslie Mackenzie,20th-century_Scottish_medical_doctors,1,61,1,0,2155
17408,Thomas J. Mackie,20th-century_Scottish_medical_doctors,0,17,0,0,1253
17409,William Mackie (geologist),20th-century_Scottish_medical_doctors,0,14,0,0,759
17410,Donald James MacKintosh,20th-century_Scottish_medical_doctors,0,15,0,0,813
17411,Ewen Maclean,20th-century_Scottish_medical_doctors,0,46,0,0,1705
17412,Una Maclean,20th-century_Scottish_medical_doctors,21,1,0,0,1683
17413,John George Macleod,20th-century_Scottish_medical_doctors,0,13,0,0,1054
17414,John Macleod (physiologist),20th-century_Scottish_medical_doctors,0,80,6,0,5072
17415,David MacMyn,20th-century_Scottish_medical_doctors,0,49,0,0,1737
17416,David Duncan Main,20th-century_Scottish_medical_doctors,2,81,17,0,5811
17417,Alexander Mair (physician),20th-century_Scottish_medical_doctors,0,16,0,0,950
17418,Charles Robertson Marshall,20th-century_Scottish_medical_doctors,0,7,0,0,666
17419,J. S. S. Martin,20th-century_Scottish_medical_doctors,0,10,0,0,308
17420,Alexander Morison McAldowie,20th-century_Scottish_medical_doctors,0,13,0,0,849
17421,Bouverie McDonald,20th-century_Scottish_medical_doctors,0,12,0,0,1091
17422,Edward McCombie McGirr,20th-century_Scottish_medical_doctors,0,9,0,0,1143
17423,Ian McGregor (malariologist),20th-century_Scottish_medical_doctors,0,14,0,0,819
17424,Donald McIntyre (physician),20th-century_Scottish_medical_doctors,0,34,1,0,2102
17425,Robert McIntyre,20th-century_Scottish_medical_doctors,0,26,0,0,1739
17426,Anderson Gray McKendrick,20th-century_Scottish_medical_doctors,0,15,0,0,783
17427,John Souttar McKendrick,20th-century_Scottish_medical_doctors,0,3,0,0,193
17428,Robert Gordon McKerron,20th-century_Scottish_medical_doctors,11,0,0,0,1407
17429,Charles McNeil (physician),20th-century_Scottish_medical_doctors,1,37,0,0,1679
17430,Roger McNeill,20th-century_Scottish_medical_doctors,0,20,1,0,894
17431,John McVail,20th-century_Scottish_medical_doctors,0,17,0,0,1343
17432,Gordon McVie,20th-century_Scottish_medical_doctors,0,12,0,0,819
17433,A. G. Mearns,20th-century_Scottish_medical_doctors,0,14,0,0,798
17434,Isaac Michaelson,20th-century_Scottish_medical_doctors,0,30,0,0,1757
17435,Thomas Kirkpatrick Monro,20th-century_Scottish_medical_doctors,10,1,2,0,1032
17436,Jerry Morris,20th-century_Scottish_medical_doctors,0,10,0,0,892
17437,Alex Mowat,20th-century_Scottish_medical_doctors,0,30,0,0,1724
17438,Robert Muir (pathologist),20th-century_Scottish_medical_doctors,0,7,1,0,804
17439,Neil Gordon Munro,20th-century_Scottish_medical_doctors,0,15,0,0,877
17440,Thomas Arthur Munro,20th-century_Scottish_medical_doctors,42,0,3,0,1408
17441,Thomas Goodall Nasmyth,20th-century_Scottish_medical_doctors,0,12,1,0,1211
17442,Basil Neven-Spence,20th-century_Scottish_medical_doctors,0,41,0,0,1980
17443,James Niven,20th-century_Scottish_medical_doctors,24,0,0,0,1689
17444,James Ralston Kennedy Paterson,20th-century_Scottish_medical_doctors,0,21,2,0,1304
17445,Jimmy Paterson,20th-century_Scottish_medical_doctors,0,28,1,0,1259
17446,Tom Patey,20th-century_Scottish_medical_doctors,0,8,0,0,1107
17447,David Paton (doctor),20th-century_Scottish_medical_doctors,0,16,1,0,1038
17448,Diarmid Noel Paton,20th-century_Scottish_medical_doctors,0,4,0,0,1363
17449,George Patterson (missionary),20th-century_Scottish_medical_doctors,22,3,2,0,1633
17450,James Petrie,20th-century_Scottish_medical_doctors,0,12,0,0,907
17451,Tom Philp,20th-century_Scottish_medical_doctors,0,19,2,0,1367
17452,George Alexander Pirie,20th-century_Scottish_medical_doctors,0,17,0,0,1214
17453,Harvey Pirie,20th-century_Scottish_medical_doctors,0,20,0,0,1090
17454,John Donald Pollock,20th-century_Scottish_medical_doctors,2,27,0,0,1516
17455,George Prentice,20th-century_Scottish_medical_doctors,0,18,0,0,875
17456,John James Pringle,20th-century_Scottish_medical_doctors,1,12,0,0,1457
17457,G. Archdall Reid,20th-century_Scottish_medical_doctors,0,7,0,0,710
17458,Ronald Foote Robertson,20th-century_Scottish_medical_doctors,0,10,0,0,803
17459,W. G. Aitchison Robertson,20th-century_Scottish_medical_doctors,7,0,4,0,1351
17460,Ferguson Rodger,20th-century_Scottish_medical_doctors,1,29,1,0,2118
17461,Elizabeth Ness MacBean Ross,20th-century_Scottish_medical_doctors,28,6,3,0,1948
17462,William Russell (physician),20th-century_Scottish_medical_doctors,1,23,0,0,1510
17463,Hans Schauder,20th-century_Scottish_medical_doctors,17,0,1,0,1619
17464,Richard Scott (doctor),20th-century_Scottish_medical_doctors,0,11,0,0,874
17465,Andrew Semple (physician),20th-century_Scottish_medical_doctors,0,4,0,0,837
17466,James Shepherd (biochemist),20th-century_Scottish_medical_doctors,0,15,0,0,938
17467,Drummond Shiels,20th-century_Scottish_medical_doctors,1,28,3,0,2039
17468,William John Ritchie Simpson,20th-century_Scottish_medical_doctors,0,41,1,0,1508
17469,Robert Scot Skirving,20th-century_Scottish_medical_doctors,0,10,0,0,1020
17470,James Smith (anaesthetist),20th-century_Scottish_medical_doctors,2,60,3,0,2604
17471,John W. L. Spence,20th-century_Scottish_medical_doctors,0,16,1,0,936
17472,Graham Steell,20th-century_Scottish_medical_doctors,0,12,0,0,1039
17473,Andrew Stephen,20th-century_Scottish_medical_doctors,0,5,0,0,688
17474,Alexander Stewart-Wilson,20th-century_Scottish_medical_doctors,1,10,0,0,707
17475,Charles Hunter Stewart,20th-century_Scottish_medical_doctors,0,6,0,0,985
17476,William Stoddart,20th-century_Scottish_medical_doctors,0,30,1,0,1782
17477,Halliday Sutherland,20th-century_Scottish_medical_doctors,0,21,0,0,1126
17478,John Francis Sutherland,20th-century_Scottish_medical_doctors,0,18,0,0,1268
17479,Haldane Philp Tait,20th-century_Scottish_medical_doctors,15,1,0,0,1864
17480,Margaret Tait,20th-century_Scottish_medical_doctors,0,13,0,0,971
17481,Robert Thin,20th-century_Scottish_medical_doctors,19,0,7,0,1009
17482,Anthony Toft,20th-century_Scottish_medical_doctors,0,10,0,0,776
17483,Anthony Trickett,20th-century_Scottish_medical_doctors,15,1,0,0,1270
17484,Richard Turner (geologist),20th-century_Scottish_medical_doctors,0,1,0,0,560
17485,Edgar Ashworth Underwood,20th-century_Scottish_medical_doctors,0,8,0,0,278
17486,Charles Usher,20th-century_Scottish_medical_doctors,3,45,2,0,2486
17487,Rob Wainwright (rugby union),20th-century_Scottish_medical_doctors,21,0,0,0,1532
17488,Norman Purvis Walker,20th-century_Scottish_medical_doctors,22,0,0,0,2507
17489,Douglas Chalmers Watson,20th-century_Scottish_medical_doctors,2,17,0,0,1155
17490,Hugh Ferguson Watson,20th-century_Scottish_medical_doctors,0,12,1,0,1229
17491,John Weir (physician),20th-century_Scottish_medical_doctors,0,4,0,0,783
17492,Robert Wright (surgeon),20th-century_Scottish_medical_doctors,7,115,12,0,4222
17493,William Alexander Young,20th-century_Scottish_medical_doctors,0,2,0,0,698
17494,Dannie Abse,20th-century_Welsh_medical_doctors,0,20,1,0,2396
17495,Arthur L. Bloom,20th-century_Welsh_medical_doctors,0,5,2,0,1101
17496,John Cule,20th-century_Welsh_medical_doctors,0,38,1,0,1795
17497,Abel Davies,20th-century_Welsh_medical_doctors,0,3,0,0,899
17498,Daniel Thomas Davies,20th-century_Welsh_medical_doctors,0,10,0,0,697
17499,Donald Lovett,20th-century_Welsh_medical_doctors,0,8,0,0,652
17500,"Horace Evans, 1st Baron Evans",20th-century_Welsh_medical_doctors,3,48,3,0,2426
17501,William Evans (cardiologist),20th-century_Welsh_medical_doctors,2,24,0,0,768
17502,Gerard H. L. Fitzwilliams,20th-century_Welsh_medical_doctors,0,20,0,0,1041
17503,Brian Gibbons (politician),20th-century_Welsh_medical_doctors,0,8,0,0,539
17504,D. Geraint James,20th-century_Welsh_medical_doctors,2,48,3,0,2803
17505,Tommy Jones-Davies,20th-century_Welsh_medical_doctors,0,14,2,0,1474
17506,Francis Avery Jones,20th-century_Welsh_medical_doctors,0,14,0,0,706
17507,James Phillips Jones,20th-century_Welsh_medical_doctors,0,8,1,0,1204
17508,Robert Evan Kendell,20th-century_Welsh_medical_doctors,0,22,0,0,1180
17509,Thomas Lewis (cardiologist),20th-century_Welsh_medical_doctors,0,50,1,0,2362
17510,Jack Matthews (rugby union),20th-century_Welsh_medical_doctors,0,21,0,0,1660
17511,Gillian Morgan,20th-century_Welsh_medical_doctors,9,0,0,0,1055
17512,Teddy Morgan,20th-century_Welsh_medical_doctors,0,13,0,0,2298
17513,Eldryd Parry,20th-century_Welsh_medical_doctors,0,14,1,0,1283
17514,Edward Pegge,20th-century_Welsh_medical_doctors,0,15,1,0,1158
17515,Thomas Pryce-Jenkins,20th-century_Welsh_medical_doctors,0,15,1,0,1128
17516,Tom Reason,20th-century_Welsh_medical_doctors,0,7,0,0,777
17517,Milsom Rees,20th-century_Welsh_medical_doctors,0,9,0,0,795
17518,David Rocyn-Jones,20th-century_Welsh_medical_doctors,0,24,1,0,1145
17519,Nathan Rocyn-Jones,20th-century_Welsh_medical_doctors,0,12,0,0,898
17520,William J. L. Sladen,20th-century_Welsh_medical_doctors,0,18,0,1,1124
17521,John David Spillane,20th-century_Welsh_medical_doctors,0,22,0,0,2717
17522,"Joseph Stone, Baron Stone",20th-century_Welsh_medical_doctors,3,23,1,0,1268
17523,Rowley Thomas,20th-century_Welsh_medical_doctors,0,14,0,0,1228
17524,Alexander Tudor-Hart,20th-century_Welsh_medical_doctors,0,26,1,0,1650
17525,Julian Tudor-Hart,20th-century_Welsh_medical_doctors,0,25,5,0,3358
17526,Pendrill Charles Varrier-Jones,20th-century_Welsh_medical_doctors,0,0,0,0,802
17527,Chris Wells (curler),20th-century_Welsh_medical_doctors,0,2,0,0,1194
17528,Denis John Williams,20th-century_Welsh_medical_doctors,2,15,1,0,1697
17529,Leonard Williams (physician),20th-century_Welsh_medical_doctors,0,24,1,0,2502
17530,William Williams (doctor),20th-century_Welsh_medical_doctors,0,12,0,0,839
17531,Porter W Anderson Jr.,American_microbiologists,0,23,1,0,2544
17532,J. Scott Angle,American_microbiologists,0,5,0,0,1051
17533,Ayaad Assaad,American_microbiologists,0,13,0,1,1269
17534,Nicanor Austriaco,American_microbiologists,0,15,0,1,595
17535,Oswald Avery,American_microbiologists,0,23,2,0,4022
17536,Ira Baldwin,American_microbiologists,0,20,3,1,2395
17537,C. Olin Ball,American_microbiologists,0,9,0,1,790
17538,Carolina Barillas-Mury,American_microbiologists,17,0,0,1,1098
17539,Horace Barker,American_microbiologists,1,21,0,1,3143
17540,Jon Beckwith,American_microbiologists,0,8,0,1,1394
17541,Wendell R. Beitzel,American_microbiologists,0,35,6,0,4204
17542,Jorge Benach,American_microbiologists,0,2,0,1,974
17543,Abram Salmon Benenson,American_microbiologists,0,9,0,0,750
17544,David Hendricks Bergey,American_microbiologists,0,10,0,0,1530
17545,Arnold Berk,American_microbiologists,0,4,0,0,631
17546,Robert Blumenthal,American_microbiologists,0,3,0,0,590
17547,Brendan Bohannan,American_microbiologists,0,4,0,0,901
17548,Hasan Bolkan,American_microbiologists,0,9,0,1,1083
17549,John C. Boothroyd,American_microbiologists,0,7,0,0,770
17550,Ernest Borek,American_microbiologists,0,23,0,0,1507
17551,David Botstein,American_microbiologists,0,13,0,1,2577
17552,Mark Frederick Boyd,American_microbiologists,0,2,0,0,653
17553,Jean Brenchley,American_microbiologists,22,0,0,1,2410
17554,Thomas D. Brock,American_microbiologists,0,22,3,1,2741
17555,Hal E. Broxmeyer,American_microbiologists,0,5,0,1,752
17556,Marvin P. Bryant,American_microbiologists,0,4,0,1,467
17557,Donald Burke,American_microbiologists,0,6,1,0,1165
17558,John Cambier,American_microbiologists,0,0,0,0,576
17559,Craig Cameron (scientist),American_microbiologists,0,17,1,0,1696
17560,Scott Patrick Carson,American_microbiologists,0,5,0,0,1161
17561,James Champoux,American_microbiologists,0,5,0,1,903
17562,George W. Chang,American_microbiologists,0,29,1,1,1326
17563,Patricia Charache,American_microbiologists,26,0,2,0,1246
17564,Sara Cherry,American_microbiologists,31,0,1,0,2347
17565,Frederick Colwell,American_microbiologists,0,11,0,0,1214
17566,H. R. Cox,American_microbiologists,0,9,0,0,1784
17567,Roy Curtiss,American_microbiologists,0,6,0,1,821
17568,Bernard Davis (biologist),American_microbiologists,0,10,1,0,1500
17569,Kevin De Cock,American_microbiologists,0,8,0,0,413
17570,Paul de Kruif,American_microbiologists,0,16,1,1,1575
17571,Arnold Demain,American_microbiologists,0,33,3,1,2567
17572,Vojo Deretic,American_microbiologists,0,4,2,1,4548
17573,Dickson Despommier,American_microbiologists,0,8,0,0,1582
17574,John E. Dohms,American_microbiologists,0,10,1,1,1340
17575,Don Doig,American_microbiologists,0,25,4,0,2877
17576,Michael Doudoroff,American_microbiologists,0,5,0,0,172
17577,Michael P. Doyle,American_microbiologists,0,3,0,1,3075
17578,William Drohan,American_microbiologists,0,8,0,1,683
17579,Nicole Dubilier,American_microbiologists,26,0,0,1,1855
17580,René Dubos,American_microbiologists,0,31,0,1,3936
17581,Richard H. Ebright,American_microbiologists,0,7,0,1,3586
17582,Jack Faber,American_microbiologists,0,19,1,1,2688
17583,Stanley Falkow,American_microbiologists,1,42,3,1,2966
17584,Ferric Fang,American_microbiologists,0,16,2,0,1186
17585,Carl R. Fellers,American_microbiologists,0,5,0,1,848
17586,David Franklin (scientist),American_microbiologists,0,0,1,0,1654
17587,Adolfo García-Sastre,American_microbiologists,0,13,1,0,3658
17588,Adam Geballe,American_microbiologists,0,10,0,0,1075
17589,Charles P. Gerba,American_microbiologists,0,2,2,0,660
17590,Norman Giles,American_microbiologists,0,0,0,0,550
17591,Harold Ginsberg,American_microbiologists,0,14,0,0,1187
17592,Bill Goldman (microbiologist),American_microbiologists,0,2,0,0,580
17593,Emanuel Goldman,American_microbiologists,0,2,0,1,723
17594,Juan E. González,American_microbiologists,0,4,0,1,335
17595,Everett Peter Greenberg,American_microbiologists,0,17,0,0,1394
17596,Velvl Greene,American_microbiologists,0,45,4,0,3145
17597,Alan Grossman,American_microbiologists,0,4,0,0,795
17598,Arthur R. Grossman,American_microbiologists,0,14,0,1,1987
17599,M. Neal Guentzel,American_microbiologists,0,5,0,0,1507
17600,Robert Guthrie,American_microbiologists,2,24,3,1,2393
17601,Harlyn O. Halvorson,American_microbiologists,0,2,0,1,1524
17602,Brian Hanley (microbiologist),American_microbiologists,0,18,1,0,1748
17603,Robert Hausinger,American_microbiologists,0,1,0,0,543
17604,Maurice Hilleman,American_microbiologists,1,62,2,1,5439
17605,Alexander Hoffmann,American_microbiologists,0,14,0,1,1827
17606,Nathalia Holt,American_microbiologists,5,0,1,1,1292
17607,Lora Hooper,American_microbiologists,1,0,0,0,597
17608,Riley D. Housewright,American_microbiologists,0,16,0,0,2273
17609,George J. Hucker,American_microbiologists,0,3,0,0,365
17610,Robert Hungate,American_microbiologists,0,21,1,1,2207
17611,Clyde A. Hutchison III,American_microbiologists,0,10,3,0,2008
17612,Seymour Hutner,American_microbiologists,0,12,0,1,1305
17613,Lonnie Ingram,American_microbiologists,0,0,0,0,567
17614,Ralph Isberg,American_microbiologists,0,10,0,1,576
17615,Bruce Edwards Ivins,American_microbiologists,24,120,5,1,9810
17616,Christine Jacobs-Wagner,American_microbiologists,12,0,0,0,1442
17617,William R. Jacobs Jr.,American_microbiologists,0,3,0,0,549
17618,Michael F. Jacobson,American_microbiologists,0,17,1,1,2277
17619,Sue Jinks-Robertson,American_microbiologists,12,0,0,1,1068
17620,A. Dale Kaiser,American_microbiologists,0,14,0,0,1074
17621,Michael Katze,American_microbiologists,0,38,1,1,1992
17622,Barbara Kazmierczak,American_microbiologists,5,0,0,1,833
17623,Marilyn Kilgen,American_microbiologists,22,4,2,0,1754
17624,Elizabeth O. King,American_microbiologists,11,0,0,0,951
17625,Arnold Klebs,American_microbiologists,0,6,1,0,1069
17626,David M. Knipe,American_microbiologists,0,15,2,1,2995
17627,Lloyd M. Kozloff,American_microbiologists,0,18,0,1,1215
17628,Nikos Kyrpides,American_microbiologists,0,19,0,0,3212
17629,Laimonis Laimins,American_microbiologists,0,5,0,1,930
